Campus,Dorm_Name,URL,Features
Busch,Crosby Suites,https://ruoncampus.rutgers.edu/living-on-campus/busch-campus/crosby-suites,"Type of Residence Hall:  Suites 
 Number of Students:  177 
 Number of Floors:  4 
 Average Room Size:  ""18 x 12"" 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Busch Dining Hall, Busch Student Center, Busch Recreation Bubble, Libraries Annex, Sonny Werblin Recreation Center, intramural fields 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Laundry facility Building main lounge Floor lounges Pool table, ping pong table, foosball table Communal kitchen (with stove top and oven) (one in the building) Private bathroom in room Elevator *Students living in air-cooled halls are encouraged to review our  moisture control resources .   
 
 What's included in my space? 
 
 What’s in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Carpeted flooring Couch Loveseat Arm chair Coffee table Side table(s)"
Busch,Johnson Apartments,https://ruoncampus.rutgers.edu/living-on-campus/busch-campus/johnson-apartments,"Type of Residence Hall:  Apartments 
 Number of Students:  136 
 Number of Floors:  2 
 Average Room Size:  ""10 x 11"" 
 Availability:  Graduate Students 
 Contract Type:  Graduate Full Calendar Year 12-month – Open During University Breaks 
 
 
 
 
 
 What's Nearby? 
 
 Busch Dining Hall, Busch Student Center, Busch Recreation Bubble, Libraries Annex, Sonny Werblin Recreation Center, intramural fields 
 
 Features & Amenities 
 
 Air-cooled* (living room only) Wifi throughout the building Laundry facility Park/playground *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s in my apartment? Twin extra long bed and mattress Closet space Desk Chair Blinds or curtains Wifi in bedrooms Carpeted flooring Couch Side table(s) Dining room table and chairs Lamps Hallway storage space/closet Sink Full size refrigerator Stove/oven Cabinet space Pantry room Hardwood flooring Private bathroom in apartment"
Busch,Metzger Hall,https://ruoncampus.rutgers.edu/living-on-campus/busch-campus/metzger-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  220 
 Number of Floors:  4 
 Average Room Size:  ""18 x 12"" 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Busch Dining Hall, Busch Student Center, Busch Recreation Bubble, Libraries Annex, Sonny Werblin Recreation Center, intramural fields 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Building main lounge Building study lounge Floor lounges Pool table, table tennis, foosball table Communal bathroom (separated by gender) *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Carpeted flooring"
Busch,Silvers Apartments,https://ruoncampus.rutgers.edu/living-on-campus/busch-campus/silvers-apartments,"Type of Residence Hall:  Apartments 
 Number of Students:  475 
 Number of Floors:  4 
 Average Room Size:  ""12 x 16"" 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Busch Dining Hall, Busch Student Center, Busch Recreation Bubble, Libraries Annex, Sonny Werblin Recreation Center, intramural fields 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Laundry facility Silvers Community Center Pool table, ping pong table, foosball table Automated building entrance doors Separate entrances for ADA compliance *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my apartment? Twin extra long bed and mattress Closet space Dresser Desk Chair Blinds or curtains Wifi in bedrooms Carpeted flooring/tile flooring Couch Arm chair Coffee Table Side table(s) Dining room table and chairs Lamps Hallway storage space/closet Sink Full size refrigerator Stove/oven Cabinet space Walk-In tile/glass showers with rainfall and hand held shower head Private bathroom in apartment"
Busch,Winkler Suites,https://ruoncampus.rutgers.edu/living-on-campus/busch-campus/winkler-suites,"Type of Residence Hall:  Suites 
 Number of Students:  177 
 Number of Floors:  4 
 Average Room Size:  ""18 x 12"" 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Busch Dining Hall, Busch Student Center, Busch Recreation Bubble, Libraries Annex, Sonny Werblin Recreation Center, intramural fields 
 
 Features & Amenities 
 
 Air-cooled* Wifi throughout the building Media room Laundry facility Building main lounge Floor lounges Pool table Communal kitchen (with stove top and oven) (one in the building) Communal refrigerator, sink Elevator *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my suite? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Carpeted flooring Couch Arm chair Coffee table Side table(s) Lamps Private bathroom in suite"
Busch,B.E.S.T Neighborhood,https://ruoncampus.rutgers.edu/living-on-campus/busch-campus/best-neighborhood,"Type of Residence Hall:  Suites 
 Number of Students:  499 
 Number of Floors:  4 
 Average Room Size:  273 Square Feet 
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 The Busch Dining Hall, Busch Student Center, Busch Recreation Center, Pharmacy, Science Labs, Engineering Buildings, University bus stops. 
 
 Features & Amenities 
 
 Air conditioning Vending machines Wifi throughout the building Laundry facility in each building Computer lab Lounges on each floor Study Lounge (West 2nd floor, open to all BEST residents) Pool table, foosball table Communal kitchen with oven (no stove top) in each building Public bathroom available on first floor of WEST building Elevator Accessibility Ramps into each building Automated entrance doors (automated swipe door only in East building) 
 
 What's included in my space? 
 
 Twin extra long bed and mattress Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Hardwood flooring Private bathroom in room"
Busch,Allen Hall,https://ruoncampus.rutgers.edu/living-on-campus/busch-campus/allen-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  217 
 Number of Floors:  4 
 Average Room Size:  18x12 
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Busch Dining Hall, Busch Student Center, Busch Recreation Bubble, Libraries Annex, Sonny Werblin Recreation Center (premier athletic facility), intramural fields. 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Laundry facility Building main lounge Floor lounges Pool table, table tennis, foosball table Communal bathrooms (separated by gender) *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Beds have the ability to be lofted Closet space Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Carpeted flooring"
College Ave,Pell Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/pell-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  60 
 Number of Floors:  3 
 Average Room Size:  19 x 12 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Centrally located on College Avenue Campus, placing it adjacent to University services including: College Avenue Gym, Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, Health Services, and academic buildings. A few shorts blocks to downtown New Brunswick and Easton Avenue. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility Building main lounge Floor lounges Pool table, ping pong table, piano Communal refrigerator, sink Communal bathroom (separated by gender) Private shower available in hall Ramp leading into building an entrance way Ramps only accessible to first floor of Leupp, Wessels, and Pell buildings 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
College Ave,Hegeman Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/hegeman-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  73 
 Number of Floors:  3 
 Average Room Size:  Varies 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Centrally located on College Avenue Campus, placing it adjacent to University services including the: College Avenue Gym, Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, Health Services, and academic buildings. A few shorts blocks to downtown New Brunswick and Easton Avenue. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility Building main lounge Floor lounges Pool table, ping pong table, piano Communal refrigerator Communal bathroom (separated by gender) Private shower available in hall Ramp leading into building an entrance way Ramps only accessible to first floor of Leupp, Wessels, and Pell buildings 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
College Ave,Leupp Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/leupp-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  39 
 Number of Floors:  3 
 Average Room Size:  18x11 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Centrally located on College Avenue Campus, placing it adjacent to University services including the: College Avenue Gym, Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, Health Services, and academic buildings. A few shorts blocks to downtown New Brunswick and Easton Avenue. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility Building main lounge Floor lounges Pool table, ping pong table, piano Communal refrigerator Communal bathroom (separated by gender) Private shower available in hall Ramp leading into building an entrance way Ramps only accessible to first floor of Leupp, Wessels, and Pell buildings 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
College Ave,Stonier Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/stonier-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  170 
 Number of Floors:  5 
 Average Room Size:  16 x 12 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Adjacent to Brower Commons Dining Hall and across the street from Rutgers Student Center and College Avenue Gym. Less than one block to Alexander Library and Health Services and near academic buildings. Just a short walk to downtown New Brunswick and Easton Avenue shops and restaurants. 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Laundry facility Building main lounge Pool table, ping pong table Communal kitchen with oven (no stove top) (one in the building) Communal microwave, refrigerator, sink Communal bathroom (separated by gender) Private bathroom in rooms Elevator Ramp leading into building an entrance way *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
College Ave,Frelinghuysen Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/frelinghuysen-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  328 
 Number of Floors:  6 
 Average Room Size:  19x12 
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Adjacent to the Student Activities Center and convenience store. A short walk to Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, College Avenue Gym, Health Services, and academic buildings. Just blocks from downtown New Brunswick and Easton Avenue shops and restaurants. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility (ground floor, sixth floor) Floor lounges on every floor Building main lounge Building study lounge Pool table, foosball table Communal kitchen (with stove top and oven) (one in the building) Communal bathroom (separated by gender) Guest restrooms on ground floor Elevator Ramp leading into building an entrance way 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
College Ave,Hardenbergh Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/hardenbergh-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  328 
 Number of Floors:  6 
 Average Room Size:  19x12 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Adjacent to the Student Activities Center and convenience store. A short walk to Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, College Avenue Gym, Health Services, and academic buildings. Just blocks from downtown New Brunswick and Easton Avenue shops and restaurants. 
 
 Features & Amenities 
 
 Air conditioning Vending machines Wifi throughout the building Laundry facility Building main lounge Building study lounge Floor lounges Pool table, ping pong table, foosball table Communal kitchen (with stove top and oven) (one in the building) Communal microwave, refrigerator, sink Communal bathroom (separated by gender) Elevator Ramp leading into building an entrance way 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
College Ave,Wessels Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/wessels-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  60 
 Number of Floors:  3 
 Average Room Size:  19 x 12 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Centrally located on College Avenue Campus, placing it adjacent to University services including: College Avenue Gym, Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, Health Services, and academic buildings. A few shorts blocks to downtown New Brunswick and Easton Avenue. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility Building main lounge Floor lounges Pool table, ping pong table, piano Communal refrigerator Communal bathroom (separated by gender) Private shower available in hall Ramp leading into building an entrance way Ramps only accessible to first floor of Leupp, Wessels, and Pell buildings 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
College Ave,Brett Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/brett-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  216 
 Average Room Size:  16x12 
 Availability:  Continuing Students, Honors Student 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Centrally located on College Avenue Campus, placing it adjacent to University services including: College Avenue Gym, Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, Health Services, and academic buildings. A few shorts blocks to downtown New Brunswick and Easton Avenue. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility Building main lounge Building study lounge Floor lounges Pool table, ping pong table Communal kitchen (with stove top and oven) (one in the building) Communal microwave, refrigerator, sink Communal bathroom (separated by gender) Elevator 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Linoleum flooring"
College Ave,Clothier Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/clothier-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  378 
 Number of Floors:  8 
 Average Room Size:  16x12 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Centrally located on College Avenue Campus, placing it adjacent to University services including: College Avenue Gym, Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, Health Services, and academic buildings. A few shorts blocks to downtown New Brunswick and Easton Avenue. 
 
 Features & Amenities 
 
 Vending machines Wifi throughout the building Laundry facility Air conditioning (lounges only) Building main lounge Building study lounge Floor lounges Pool table, ping pong table Communal kitchen with oven (no stove top) (one in the building) Communal microwave, refrigerator, sink Communal bathroom (separated by gender) Elevator 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Linoleum flooring"
College Ave,Campbell Hall,https://ruoncampus.rutgers.edu/living-on-campus/college-ave/campbell-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  328 
 Number of Floors:  6 
 Average Room Size:  19 x 12 
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Adjacent to the Student Activities Center and convenience store. A short walk to Alexander Library, Brower Commons Dining Hall, Rutgers Student Center, College Avenue Gym, Health Services, and academic buildings. Just blocks from downtown New Brunswick and Easton Avenue shops and restaurants. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility (ground floor, sixth floor) Floor lounges on every floor Building main lounge Building study lounge Pool table, foosball table Communal kitchen (with stove top and oven) (one in the building) Communal bathroom (separated by gender) Guest restrooms on ground floor Elevator Ramp leading into building an entrance way 
 
 What's included in my space? 
 
 Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Linoleum flooring"
